age,employment_tenure,avg_monthly_income,savings_balance,monthly_spend_ratio,num_past_defaults,late_payments_6m,bureau_score,avg_daily_balance,txn_count_3m,loan_amount,loan_term,purpose,household_size,label
55,2,30941,36605,0.07085174475804064,0,0,677,4943,49,100000,60,home,3,1
62,2,44686,136340,0.25814584806918034,0,1,640,199532,48,50000,12,business,4,1
23,7,51172,5320,0.13992341659231025,0,0,577,1899,48,50000,24,education,5,1
32,4,43458,0,0.16935939736086267,0,0,690,0,54,100000,36,home,3,1
49,6,42005,0,0.194662978681336,0,0,560,0,50,100000,60,education,3,1
36,6,36272,21929,0.613145409733944,1,0,690,30555,48,500000,36,business,4,1
54,6,24430,0,0.20963684733374385,0,0,686,0,40,500000,12,education,3,0
39,1,23446,28983,0.2696980096913291,0,0,634,5262,54,200000,24,personal,3,1
25,9,43492,35442,0.2598089357351389,0,1,681,31828,54,500000,12,home,3,1
43,0,27411,43090,0.24631168323495645,0,0,610,26431,49,200000,36,education,2,0
51,6,35722,37989,0.3094324660633984,0,1,675,35437,50,100000,60,education,2,1
33,2,34404,44653,0.6424364937756083,0,1,631,10473,44,1000000,36,car,4,0
59,5,57854,92585,0.560263556032702,0,0,557,120695,50,50000,60,home,4,1
40,4,47207,68413,0.13997167867029225,0,0,600,92277,52,50000,60,car,4,1
21,9,30555,63917,0.5373577888855545,0,1,632,43959,61,200000,12,personal,5,1
33,5,31084,0,0.19348585714234923,0,0,653,0,43,500000,24,car,2,0
22,4,27004,59157,0.274572238180138,0,0,733,88317,49,100000,36,car,1,1
61,4,44928,40960,0.15429330934635102,0,0,593,40197,53,500000,36,personal,1,1
69,7,56632,82253,0.42586607436286084,0,0,761,41943,42,500000,24,home,4,1
58,7,37910,25031,0.25658692569512137,0,0,643,8264,49,100000,36,business,3,1
56,4,25167,465,0.5250373822423787,0,0,716,384,54,50000,36,personal,1,1
48,3,28181,40983,0.11300344762071766,0,0,690,60520,45,50000,60,personal,2,1
49,4,39836,38575,0.17492254824451883,0,0,595,7488,54,200000,24,personal,2,1
25,2,42387,50773,0.11345235027334519,0,0,631,41502,56,50000,36,education,3,1
39,7,26957,22252,0.2834013408076525,0,0,601,3474,51,100000,60,personal,2,1
54,3,33234,32879,0.16113177705351683,0,0,596,42831,49,500000,60,education,4,0
45,2,56904,26195,0.5104023463356573,1,0,613,5745,46,100000,36,education,1,1
59,4,36518,42913,0.29133387383983317,1,0,686,30497,45,100000,24,car,4,1
23,4,8583,47791,0.6168825552901966,0,0,656,15049,36,200000,36,business,4,1
35,8,35490,50446,0.13224887318698728,0,0,605,40306,46,100000,60,business,3,1
68,0,21041,63055,0.1676376619026618,0,0,637,91683,44,200000,24,education,1,1
65,9,52913,29692,0.17450325244707288,1,1,563,34794,55,100000,12,education,4,1
28,7,52128,11675,0.2811991309072705,0,0,765,2187,59,50000,36,personal,3,1
30,7,46383,65661,0.20637232618651208,0,0,635,76342,63,200000,60,home,1,1
50,6,6809,0,0.3688491285912168,0,0,670,0,53,50000,24,personal,2,1
60,6,28124,105821,0.09670774240535189,0,0,686,71439,51,500000,36,business,4,0
65,4,31541,41740,0.42456698534755566,1,0,655,43472,33,100000,36,personal,4,1
52,1,40612,37369,0.17538890911574131,0,0,648,26633,59,500000,12,home,3,1
21,2,65521,83794,0.1297754235630796,1,1,656,25972,46,200000,24,business,5,1
45,3,68362,33776,0.1978934319492125,0,0,670,37384,54,50000,60,car,4,1
67,2,44173,56223,0.08186209382781556,0,0,715,71268,51,50000,36,personal,2,1
49,6,60395,84969,0.2196296958274933,0,0,570,122642,55,50000,24,home,3,1
66,2,22160,5895,0.3090016984000493,0,0,639,6777,62,100000,24,education,5,1
49,2,48377,129636,0.18806066021336645,0,0,631,19494,46,50000,24,car,5,1
63,6,34014,69794,0.34350627745724155,0,0,696,15925,40,200000,12,education,3,1
55,5,69778,0,0.24433210949473103,0,1,599,0,33,100000,12,personal,1,1
69,4,44509,122254,0.26045238763786027,1,0,650,164388,49,500000,12,home,2,1
56,8,21180,7235,0.1940316220168359,0,1,612,2989,45,200000,60,personal,5,0
37,2,31316,6625,0.29647035520046777,0,1,627,3758,49,200000,60,car,2,1
36,7,36043,53703,0.22065484490858436,0,0,644,26141,53,50000,24,home,4,1
27,5,13492,0,0.24943800812040737,2,0,572,0,49,100000,24,education,1,0
24,8,24701,13364,0.35661611726941345,0,0,593,15797,36,100000,12,home,5,1
41,8,53364,97053,0.5309889059856286,0,0,653,14241,48,200000,60,home,4,1
44,0,57339,73127,0.24033720653192847,0,0,620,29865,52,100000,36,home,2,1
42,4,35843,26741,0.7103668199392328,0,0,592,20530,47,500000,12,education,1,1
46,8,36329,52905,0.6581971960712785,0,0,716,41948,37,50000,36,personal,3,1
30,3,46038,59146,0.7798975067480893,0,1,677,76031,61,50000,60,education,4,1
61,5,41477,41982,0.11305495829373931,1,0,676,29429,57,500000,36,car,5,1
60,1,29090,36219,0.2695341455328217,0,0,656,16631,62,200000,60,business,3,1
57,5,58557,102488,0.14995457324866843,1,0,605,65732,57,50000,36,personal,1,1
55,1,21925,67690,0.10798199632192435,0,0,611,76619,62,50000,60,business,3,1
23,1,52652,983,0.20123434017858619,0,0,604,407,65,1000000,60,business,5,0
69,3,20306,0,0.1470525812749861,0,0,691,0,62,200000,36,personal,4,1
55,1,61112,12233,0.15796071336191636,0,1,704,4051,48,100000,24,home,4,1
48,3,44789,65900,0.05334356209091078,0,1,746,61674,47,100000,24,personal,4,1
47,9,17235,0,0.06257098437866092,0,0,691,0,44,100000,12,business,3,1
29,0,51511,88885,0.4630200077452734,1,0,634,123729,50,50000,12,car,2,1
35,1,32319,58334,0.07241510520618298,0,1,689,27139,55,100000,60,business,5,1
52,3,9286,40108,0.2628800873531392,0,0,686,29309,50,200000,36,personal,5,1
56,0,63481,66513,0.29346559129279165,0,0,611,71357,49,100000,12,education,1,1
38,3,38494,89997,0.2427835103611469,2,0,566,104045,66,1000000,36,business,4,0
64,7,73049,75286,0.23876856108737332,0,0,626,97921,31,50000,60,education,5,1
67,10,43571,44942,0.2163697887546581,2,0,630,19025,58,100000,36,personal,1,1
31,3,44290,0,0.3002594357650955,0,0,648,0,50,50000,12,car,3,1
30,7,23706,0,0.11314832856658355,2,1,729,0,49,1000000,24,home,3,0
30,5,35595,11546,0.3743980560925923,0,0,642,12094,55,100000,24,personal,1,1
60,4,23998,96072,0.12513614730561765,0,0,683,40524,61,50000,60,personal,1,1
24,1,17036,20924,0.5244061638030821,0,0,721,24864,52,200000,60,business,2,1
37,0,54184,45159,0.18622134941892288,0,1,574,50293,50,200000,12,car,1,1
28,5,11949,82839,0.15033003366261097,0,0,660,113137,43,500000,24,car,5,1
68,3,36649,49219,0.05443271704053811,0,0,545,58311,49,200000,12,business,1,0
28,3,31579,34289,0.14430681407268947,0,0,655,24552,48,50000,12,education,5,1
46,8,51626,110452,0.1508109030867189,0,0,626,60419,37,50000,60,home,3,1
31,2,34727,19234,0.1325147998514847,1,2,570,12788,62,200000,60,car,3,0
44,9,45828,119851,0.4249035159353122,0,0,693,126979,48,200000,60,business,5,1
33,6,36919,107189,0.23053739220777017,0,0,628,123451,45,500000,60,car,3,1
30,1,34151,0,0.1414328187104492,0,0,766,0,66,200000,36,home,5,1
68,7,35250,105756,0.1827234735606014,0,0,802,125341,43,50000,60,education,4,1
28,4,43304,34516,0.44486978311311154,0,0,632,51672,49,200000,36,business,5,1
28,7,35815,110971,0.13548601600559643,0,0,640,55969,56,100000,36,car,4,1
46,3,56250,102918,0.15254850381822585,0,0,630,68721,44,500000,12,home,3,1
50,5,57793,32042,0.23761647791079837,0,0,697,41918,59,1000000,24,personal,2,1
26,0,24004,47321,0.3319629411587409,0,0,630,50834,51,1000000,60,education,1,0
59,4,69882,91582,0.20226873571552148,0,0,681,43282,41,100000,36,business,5,1
68,3,27973,47295,0.05,0,0,661,23133,50,100000,60,home,1,0
31,4,71505,39393,0.6019974392706653,0,0,542,33529,49,200000,36,home,5,1
68,5,44063,54304,0.3044489790370206,0,0,626,59771,45,100000,24,home,5,1
34,0,5000,67744,0.05,0,0,652,61635,48,500000,36,business,1,0
32,2,39932,99378,0.29057450326999185,1,0,630,77583,52,200000,60,education,1,1
65,3,45402,0,0.5126926540516974,0,0,687,0,49,100000,12,business,5,1
27,3,51680,68615,0.26605959955355446,0,2,575,81277,59,50000,24,education,3,1
67,2,33711,36049,0.6286333554344208,0,0,701,49631,56,50000,36,business,3,1
68,0,7063,64575,0.436671224005599,0,0,761,21061,50,50000,24,education,2,1
55,9,30696,61749,0.36837717581253154,1,0,632,17453,36,100000,36,personal,4,1
39,3,25376,35628,0.23069149420102994,0,0,595,34792,48,500000,12,business,4,1
47,4,34621,25754,0.1490801372174778,0,1,633,16222,54,200000,24,car,3,1
53,5,24645,66620,0.39886490719114326,0,0,593,97217,51,50000,60,business,3,1
28,3,45456,70391,0.23353024418276475,0,1,694,49002,57,500000,12,personal,4,1
37,4,26682,46469,0.1927077756298563,0,0,603,36009,40,50000,24,home,3,1
61,4,35395,72384,0.2542725249115721,0,0,621,22430,44,100000,24,home,5,1
61,6,32276,12357,0.45629056561624864,3,0,650,9996,58,100000,12,education,3,1
37,9,32049,33889,0.2471268748005909,0,1,547,33737,48,100000,24,car,5,1
23,1,39621,105022,0.19815816715385137,0,0,765,87677,43,100000,36,business,4,1
48,7,32986,54684,0.13016321642558054,0,1,800,57393,60,100000,24,home,3,1
31,4,59285,73276,0.5763730110997605,0,0,529,105114,52,200000,36,education,4,1
53,1,40703,86460,0.22196759785104753,0,0,676,22694,60,50000,36,personal,3,1
31,7,39437,55476,0.3281524532750758,0,0,684,48627,48,50000,24,personal,1,1
51,3,24296,75128,0.5021834679848287,0,0,648,11766,53,100000,36,home,2,1
58,7,43921,80820,0.4798129149571585,0,0,633,56366,48,100000,24,home,4,1
47,4,52920,6984,0.38935734908102665,0,1,579,3703,47,50000,36,home,5,1
58,0,24745,21497,0.338987083911104,1,0,735,23235,52,200000,60,home,3,0
49,6,9664,45151,0.3357520735275659,0,1,678,45870,52,100000,24,education,2,1
47,2,42184,56244,0.2605420945265361,0,1,585,7490,52,1000000,60,education,4,0
38,2,25675,44118,0.26979739870915803,2,0,709,35342,47,50000,12,car,4,1
57,9,54664,43830,0.2815530252156442,0,1,566,60581,62,200000,36,home,1,1
67,0,43756,0,0.08995529068252052,0,1,640,0,50,100000,24,car,1,1
49,0,56365,60005,0.4696773272362428,0,0,570,83314,51,50000,60,car,4,1
28,4,38114,46709,0.5741137290174207,0,0,685,47805,46,50000,60,business,3,1
66,3,35158,78275,0.5009892453783145,1,0,614,15434,48,200000,12,home,4,1
24,3,45052,13239,0.09944493949860074,0,0,585,18410,53,200000,24,personal,1,1
62,3,56459,0,0.2978368753105472,0,0,647,0,48,50000,24,business,2,1
33,6,59401,0,0.33739294938575887,0,0,719,0,56,1000000,60,home,5,1
27,6,34717,47179,0.05130075546670854,0,0,751,47364,43,100000,12,education,5,1
68,7,34284,74225,0.4657458269945036,0,1,673,76639,62,100000,24,personal,3,1
54,10,36308,15702,0.6577626832672954,0,0,726,2371,54,200000,60,home,2,1
49,2,31269,15348,0.08457760320866085,0,1,692,4477,51,200000,36,business,5,1
51,4,31073,0,0.41930410799967754,0,0,751,0,56,200000,60,personal,3,1
45,6,39911,52731,0.15456336815036842,0,1,600,32159,50,200000,12,business,1,1
50,7,57955,66124,0.2667143837281949,1,0,694,38516,55,100000,12,car,2,1
47,1,26468,70561,0.05,0,0,622,79162,50,200000,12,business,2,1
34,6,48062,20786,0.2443287428794745,0,1,771,4230,57,50000,36,business,1,1
46,2,17853,17744,0.07253730759665829,0,0,628,22829,53,100000,12,business,4,1
24,9,51943,55023,0.18653164986339285,0,0,638,79913,43,100000,12,personal,5,1
27,2,40561,30519,0.3244024522364124,0,1,733,4686,59,50000,36,home,4,1
48,9,5000,0,0.6019609182671801,0,0,666,0,67,1000000,36,personal,2,0
29,7,38935,0,0.4958795855335605,1,1,651,0,38,200000,36,home,5,1
68,6,38192,27341,0.22516236485514485,0,1,663,33163,56,500000,36,business,5,0
68,8,25705,107745,0.08478916225510817,0,0,653,37668,61,100000,24,car,1,1
57,3,35167,57623,0.2825816805463996,0,0,641,79851,56,200000,60,education,2,1
39,0,56604,98770,0.19051789290986226,0,0,578,136080,53,500000,36,business,1,1
21,0,41713,62538,0.6162291745193739,0,1,637,72841,66,200000,60,personal,5,1
35,4,46662,76080,0.49323330577734625,1,0,549,46481,46,100000,60,education,4,1
24,4,43385,42865,0.4797322882329556,1,0,692,10640,44,200000,60,personal,1,1
51,7,46421,16590,0.3156305580451572,0,0,645,6846,65,50000,60,car,4,1
35,7,55658,391,0.14106858683768156,0,0,654,582,56,100000,24,home,5,1
66,6,74346,44008,0.32650203384759025,0,1,654,48511,50,100000,60,car,1,1
48,10,47152,117461,0.09452207278794018,0,0,696,51051,52,100000,60,business,5,1
68,4,25962,91335,0.05,0,1,598,124435,42,200000,60,car,2,1
34,3,38881,581,0.05,0,1,712,162,45,1000000,36,car,4,0
35,5,19199,75612,0.12674767942541346,3,1,751,48470,44,100000,24,personal,4,0
40,10,33107,85316,0.3396507948520128,0,0,565,46255,52,100000,60,personal,4,1
58,3,42672,83485,0.20716755186317184,0,2,636,86233,54,50000,60,car,3,1
64,7,39486,22203,0.3669710015427372,0,0,673,18435,42,500000,12,business,2,1
57,3,27338,10343,0.25432342347038434,0,0,703,5033,48,50000,36,personal,3,1
56,2,58310,47198,0.5031474475000303,0,0,626,38320,49,50000,36,education,5,1
68,8,57403,57722,0.06939011689595681,0,0,633,42728,44,100000,12,home,2,1
48,4,29297,116217,0.17644707920784158,0,0,651,13525,46,100000,60,personal,1,1
31,9,43998,61142,0.2684087811471877,0,1,664,24366,39,200000,60,car,2,1
24,7,37129,72429,0.13206183379000877,0,0,695,10129,54,50000,24,personal,1,1
46,4,39444,67337,0.15856485865764047,0,1,520,80016,49,500000,12,car,2,0
24,4,41631,7262,0.22958212099817288,0,1,687,9641,48,50000,36,car,5,1
24,4,88239,69535,0.11750044515318217,0,0,652,27234,45,200000,12,car,5,1
32,7,23571,0,0.2818730208634574,0,1,592,0,41,50000,12,car,4,1
24,5,59522,111313,0.5632170571635218,0,0,620,60201,47,200000,36,personal,1,1
46,6,40209,134852,0.3453890268472584,0,0,699,124072,46,200000,36,business,2,1
27,3,50960,82990,0.23519124636754213,0,0,662,121167,50,500000,24,business,2,1
61,8,31409,0,0.15639560301774988,0,0,664,0,59,100000,12,home,3,1
65,2,39224,12157,0.1760612457611522,0,0,652,8565,51,500000,12,personal,3,1
66,0,61649,58506,0.41662052401575234,0,0,667,39458,62,100000,24,car,3,1
59,3,64690,61017,0.13756842798857297,0,0,572,52020,43,50000,60,personal,3,1
45,0,52848,88370,0.3680074054515363,1,0,732,61683,51,100000,24,home,2,1
44,3,14396,72567,0.3689254599168566,0,0,658,86435,55,100000,24,home,5,1
37,3,48088,36674,0.30605849799950097,0,0,728,28428,43,50000,12,personal,5,1
52,5,25880,57229,0.2492912419650065,1,0,629,75170,51,100000,12,car,4,1
29,0,47127,81615,0.19032601856476658,0,0,626,40243,40,500000,36,education,2,0
49,2,37157,62953,0.13467684123312934,0,0,561,63758,52,100000,60,education,1,0
22,6,37733,96403,0.18393335856185195,0,0,760,47904,59,100000,36,home,2,1
31,3,42732,104390,0.15143016537542686,0,1,601,56553,47,50000,36,car,1,1
32,8,22862,69540,0.2749817124969225,0,0,619,33321,36,50000,60,home,1,1
51,4,42345,6802,0.34107689778820105,0,0,775,4244,60,50000,36,education,4,1
45,8,23953,76331,0.48321607112160375,0,0,741,14138,54,200000,12,education,1,1
46,1,29407,54065,0.29866258918239436,0,0,662,78908,50,100000,12,home,3,1
56,5,45873,59846,0.4350887000260784,0,1,610,29957,50,100000,36,personal,5,1
28,3,60977,138981,0.28097014509122376,2,0,651,202554,51,100000,60,business,1,1
42,4,13174,67975,0.1433796134755025,0,1,677,12817,47,100000,12,education,5,1
68,5,40932,44027,0.05,2,0,648,15647,65,100000,12,business,3,1
21,3,34611,26794,0.18851107307757128,0,0,577,35945,42,50000,60,car,1,0
67,8,26478,103386,0.05713666666321967,0,0,497,12206,53,200000,12,car,1,1
40,0,22324,6159,0.08250136922356802,0,1,709,7983,48,50000,60,business,5,1
36,7,34144,113490,0.08099244102062815,0,1,568,79166,47,100000,60,personal,4,1
47,4,43613,27856,0.4144411268352719,0,0,766,30095,59,1000000,60,home,1,0
44,8,52695,0,0.16898608680765426,0,0,619,0,57,100000,12,car,3,1
21,4,44442,56410,0.12038979128123102,0,0,591,9501,61,100000,36,education,3,1
63,7,39298,4246,0.2993558600144697,0,0,743,4425,47,50000,24,education,1,1
60,8,16342,76694,0.28051159862808184,0,0,644,89802,53,50000,60,education,3,1
65,7,44547,24589,0.1757690508357682,0,0,630,12510,62,100000,60,education,3,1
51,9,26016,17709,0.18138041278934644,0,0,683,25147,49,1000000,12,business,3,1
23,3,41202,91546,0.05,0,0,645,71441,57,50000,12,car,4,1
25,3,79350,2022,0.40616237330437327,0,2,690,1246,53,50000,60,education,3,1
50,1,31755,36706,0.6586989612601021,0,0,670,10181,49,50000,60,car,1,1
22,0,27080,0,0.461679417341397,0,0,581,0,49,100000,12,home,1,1
42,6,33704,113192,0.629641575192502,0,0,717,125705,38,50000,60,education,5,1
32,1,52321,45996,0.19578795817562447,0,1,577,16650,49,100000,24,education,3,1
58,0,24361,28045,0.19146998738796894,0,2,700,14228,52,100000,60,personal,5,1
27,9,23231,67000,0.3027207460736194,0,1,733,7077,43,200000,24,home,5,1
43,4,42713,48473,0.3240494373804138,0,0,671,67438,54,50000,12,car,2,1
23,1,17101,0,0.44512771772080323,0,1,566,0,49,100000,12,personal,4,0
43,7,26999,56153,0.15557114787888593,0,0,672,38390,47,500000,36,personal,4,1
21,3,46562,32146,0.34122083345733717,0,0,666,4503,64,200000,12,personal,5,1
57,3,40411,31951,0.05243911441662891,0,1,594,32829,46,500000,24,personal,4,1
66,7,41526,0,0.11730956885842087,0,1,683,0,62,200000,36,business,3,1
38,0,22559,20125,0.17732444847087858,0,0,613,23478,52,100000,12,personal,5,1
50,1,55691,125524,0.43524380120226025,1,1,735,184782,42,500000,60,personal,5,1
42,0,56865,60721,0.17114279934511123,0,0,562,57062,50,1000000,12,education,3,0
68,5,25405,19010,0.3006592610188226,0,0,575,18041,55,200000,12,business,3,1
34,3,29205,35427,0.2923487521572422,0,0,634,51514,50,100000,36,personal,3,1
33,10,18664,36650,0.2921780162617339,0,2,530,22150,46,200000,60,education,1,0
28,4,46693,120236,0.2600867960346353,0,0,611,115675,44,50000,60,home,3,1
30,0,43298,45481,0.28655818143881323,0,0,723,40346,52,100000,60,home,3,1
39,2,41790,6360,0.16695220694887544,0,1,680,6470,45,500000,12,business,1,1
43,0,52082,21860,0.10318083858751326,3,0,591,11994,43,100000,60,home,3,0
35,1,45531,83661,0.5238789507808381,0,0,625,107160,48,1000000,36,business,4,0
63,5,35183,140294,0.288426454544091,0,0,629,37676,51,1000000,36,home,5,1
40,4,13367,145523,0.18813116571992272,0,0,728,56863,53,200000,60,personal,5,1
62,7,29311,63126,0.3854501500984809,0,0,697,16022,71,50000,24,personal,1,1
60,2,17156,35408,0.2319160242658709,0,0,551,23232,59,100000,60,business,4,1
60,4,41917,25361,0.23538707221674238,0,0,736,4710,44,100000,12,education,3,1
67,7,22914,23020,0.16721779595905825,0,0,653,12353,40,1000000,36,car,4,0
52,2,31400,67520,0.2644872327131551,0,0,655,79136,45,100000,60,business,1,1
60,7,33406,19991,0.3514349037804934,0,1,685,5234,51,200000,24,car,1,1
29,2,31232,103529,0.05,0,0,601,24106,48,100000,60,business,5,0
62,7,14613,120511,0.28322538424623156,0,0,600,146280,56,100000,24,personal,5,1
42,2,56923,21563,0.3389080687736866,0,0,637,2490,51,100000,60,personal,3,1
44,9,39913,95538,0.2441615984994542,0,0,634,56817,48,100000,24,education,5,1
32,9,29318,26134,0.28400391018885685,0,1,663,25251,63,100000,60,business,5,1
24,0,11441,34010,0.47174072896109165,0,0,651,39044,52,50000,36,education,4,0
36,7,29661,60699,0.47689603454390433,1,0,690,22623,48,200000,24,home,5,1
21,6,57914,27655,0.3255095390137878,0,0,638,23940,56,200000,36,personal,1,1
64,8,56229,87006,0.1471051053855748,3,0,659,114420,52,200000,36,personal,2,1
33,1,54774,18667,0.48611006419195335,1,1,667,23015,47,200000,24,personal,2,1
62,2,65461,17000,0.3054701893982889,0,2,586,12039,42,200000,24,home,4,1
42,4,55626,107490,0.07957846355261788,0,1,700,143000,48,50000,24,education,5,1
67,3,27859,17279,0.39506479847467624,0,1,695,7241,54,100000,36,business,5,1
24,3,52700,89386,0.46037410683000574,0,1,696,93013,47,200000,12,home,1,1
67,4,31231,16236,0.5061764381459114,1,0,540,19598,42,200000,36,education,3,1
35,4,34907,0,0.4107465138457849,3,0,578,0,54,200000,12,education,4,1
41,7,57210,25111,0.5905569481146725,0,0,665,33917,34,100000,24,car,2,1
44,5,53097,34517,0.458290590327722,0,0,684,29849,41,100000,12,education,3,1
41,4,33496,0,0.2681616669367051,0,1,685,0,57,100000,36,personal,2,1
47,0,7268,2752,0.42545802600301824,0,1,584,1658,40,500000,36,personal,5,0
42,2,80985,0,0.05,0,0,641,0,45,50000,12,personal,5,1
32,5,46951,65593,0.2323776392173539,0,2,677,26924,48,200000,36,business,5,1
62,3,40372,97470,0.05,0,1,698,32630,53,100000,36,personal,5,1
25,4,51776,36129,0.4530303945839966,0,0,494,20905,40,500000,12,education,1,0
30,8,27310,20734,0.22984407761100695,0,0,647,8503,61,200000,24,car,3,1
43,3,36927,139598,0.07573531698999394,0,1,659,50432,50,200000,12,business,2,1
24,3,65234,74460,0.37611094611498036,1,0,650,57820,61,1000000,12,education,5,1
49,3,38545,10394,0.4361830063745704,0,0,651,1886,51,50000,60,business,1,1
59,8,74771,18341,0.09262140973527691,0,0,636,26190,48,100000,12,personal,3,1
67,7,26582,110599,0.07208121788994917,0,2,573,85576,54,200000,12,business,3,1
21,7,69745,84551,0.06465800915275982,0,1,600,83146,48,200000,12,personal,2,1
46,3,29781,50719,0.38130278519327276,0,0,605,46223,47,100000,12,car,5,1
56,3,34510,79265,0.5093738850586331,0,0,630,51247,49,200000,36,home,3,1
69,1,57990,33873,0.07102671935692778,1,0,643,40836,53,100000,12,home,2,1
62,0,54203,47935,0.3496444282394761,2,1,673,27261,54,1000000,36,home,1,0
48,9,34508,54977,0.3856262473472547,1,0,654,63881,36,200000,12,education,1,1
30,5,32109,104454,0.1619816132902403,0,0,632,49339,49,100000,36,home,5,1
58,5,23455,24736,0.23768182290224266,1,0,659,18505,65,500000,24,personal,1,1
62,4,65935,112878,0.20673338923828924,0,0,726,140878,62,1000000,60,home,1,1
62,12,69030,96636,0.38042827949070446,0,0,741,130096,60,500000,36,personal,5,1
38,6,27443,108746,0.2425195453888612,0,0,673,141562,46,50000,60,business,3,1
43,12,64367,26712,0.29017452757504203,0,0,644,27949,43,50000,24,home,4,1
36,3,29595,14921,0.24971570812097843,0,1,668,8299,48,100000,60,car,5,1
32,7,38859,42175,0.28677029639660157,3,1,782,40717,38,500000,12,personal,5,1
23,4,40139,20186,0.26194727874524987,0,0,687,19681,55,50000,36,car,5,1
21,3,29809,43188,0.23544569250901912,0,0,644,39853,53,50000,12,education,3,1
62,5,40504,65276,0.20530492742855072,0,0,621,49762,45,50000,60,car,3,1
69,3,49339,99834,0.21772027479284373,2,0,645,129700,50,50000,36,personal,3,1
22,8,41363,0,0.26840452471543774,0,0,624,0,56,100000,60,personal,2,1
38,4,66153,96387,0.07562919976954091,0,1,594,28951,55,1000000,12,car,5,1
42,4,45110,56674,0.2458952317883437,0,0,627,30088,40,50000,36,car,4,1
66,7,51396,33478,0.695544497837461,0,0,654,11994,63,200000,36,car,5,1
44,4,80430,24203,0.126316032447963,0,0,606,27557,36,200000,24,car,4,1
39,10,48622,75347,0.2386913889988005,0,0,769,52839,48,50000,24,business,4,1
36,0,48581,114731,0.2719887973920755,0,0,606,163498,47,200000,36,education,5,1
28,6,29959,51444,0.6641426515291089,0,1,600,57671,44,50000,36,car,1,1
51,2,49350,17615,0.4774617876378391,0,0,620,14649,54,100000,12,car,3,1
39,3,57579,105497,0.21855104130087352,0,0,671,20575,48,50000,36,home,2,1
59,9,20289,19045,0.0738050638764306,0,0,624,28279,61,500000,60,personal,5,0
43,0,38195,59340,0.19982124449271413,2,0,635,21887,50,50000,60,home,2,0
31,2,49701,70506,0.4584756125898883,0,0,600,14123,45,200000,60,personal,3,1
23,9,44041,72658,0.3175863490633272,0,0,738,69343,43,100000,24,education,4,1
42,5,39485,92787,0.09114878848701168,0,0,698,49319,58,100000,12,education,2,1
21,7,43430,30639,0.14703231218464669,0,1,647,8162,56,50000,60,personal,5,1
55,6,46550,0,0.5859773555528462,0,0,585,0,38,50000,12,home,5,1
26,7,5000,40197,0.14958086908210283,0,1,663,24080,47,50000,24,business,2,1
57,3,40870,103740,0.188494858377411,0,0,709,69932,45,200000,60,education,3,1
36,5,34137,103621,0.14200863469675945,0,0,660,19911,60,500000,60,personal,3,0
23,2,43544,63309,0.12443398196382968,0,0,657,59299,47,200000,12,home,3,1
62,4,21328,59953,0.40821429516440355,0,1,687,74927,43,200000,36,personal,3,1
65,4,37542,62487,0.1548234113638265,0,1,621,87549,49,50000,36,personal,5,1
45,5,26383,23775,0.253118913957793,0,1,719,35579,52,100000,12,education,2,1
68,0,59031,0,0.15568101238688203,0,0,676,0,54,50000,36,personal,2,1
47,6,70755,31539,0.34262975074900304,0,0,752,6406,51,500000,12,personal,2,1
67,7,38586,82534,0.4724067275240863,0,0,660,110779,48,100000,24,education,4,1
24,6,51803,25257,0.1397590811430611,0,0,599,35579,48,100000,24,education,1,1
54,7,47098,94087,0.15551827829924214,0,0,767,129124,52,50000,12,home,4,1
59,5,49819,47525,0.4922552927228385,0,0,650,36468,34,200000,36,personal,2,1
34,3,56303,12753,0.05,2,0,561,2957,51,100000,60,education,2,1
47,0,32168,0,0.08233531955919324,0,0,770,0,60,50000,24,business,2,1
49,0,49732,98158,0.388691537618114,0,0,609,115676,49,100000,24,car,5,1
68,7,66963,31448,0.274205567968553,0,0,560,39763,43,50000,12,car,5,1
42,7,32875,44988,0.3007454044894899,0,0,587,58548,49,200000,12,education,3,1
56,7,58851,38076,0.20209158865715876,1,1,584,17076,57,500000,36,car,1,1
51,6,30001,84966,0.2422697958910763,0,0,691,111549,55,200000,60,education,3,1
56,5,31995,80787,0.6211514361347532,0,0,689,11059,49,200000,12,car,4,1
65,7,41586,0,0.45233529952628304,0,1,659,0,45,100000,24,car,5,1
33,4,40332,104532,0.40167442802428155,0,2,625,152501,52,50000,24,education,4,1
52,8,47561,26271,0.3612388483162489,2,1,603,24713,41,200000,36,business,4,1
54,6,27577,86684,0.22374214356071803,0,1,711,31087,52,100000,24,home,4,1
44,3,16361,6227,0.23357824540414823,0,0,621,7556,48,500000,60,business,3,0
31,8,20972,39973,0.28634798107461973,0,0,667,4252,48,500000,60,personal,3,1
46,1,8779,82714,0.2995763654044561,0,1,614,90023,46,100000,24,car,4,1
59,7,49301,17465,0.5119270571136847,0,0,712,23626,49,100000,36,education,4,1
55,0,37451,76747,0.18618944765266024,0,0,719,61744,62,500000,36,home,4,1
47,4,24132,5449,0.4208545295775731,0,1,676,3177,57,100000,24,personal,2,1
54,2,37461,58671,0.10207694457826828,0,0,655,63153,47,50000,60,education,5,1
33,7,48083,48663,0.07792562753175142,0,2,785,50223,52,200000,12,car,1,1
25,3,44379,67825,0.2230795730714314,0,1,617,18296,51,100000,12,education,2,1
40,5,41190,63519,0.6468154705791909,0,0,626,51472,49,200000,12,home,4,1
